Spacy-TSVD_1,Spacy-TSVD_2,Spacy-TSVD_3,Spacy-TSVD_4,Spacy-TSVD_5,Spacy-TSVD_6,Spacy-TSVD_7,Spacy-TSVD_8,Spacy-TSVD_9,Spacy-TSVD_10,Spacy-TSVD_11,Spacy-TSVD_12,Spacy-TSVD_13,Spacy-TSVD_14,Spacy-TSVD_15,Spacy-TSVD_16,Spacy-TSVD_17,Spacy-TSVD_18,Spacy-TSVD_19,Spacy-TSVD_20
34.0404,6.003336,0.712655,-3.4145892,-1.3723439,0.1265256,1.0101153,-1.9288158,-1.7027248,3.676732,-0.013647046,-1.4783155,-2.5151904,1.3923718,0.23863731,-2.6969702,-0.40425262,-1.109077,-0.13165054,-0.28649724
29.899796,-2.826791,3.285545,1.528933,1.0006696,-5.897976,-1.7967225,5.3047276,1.6961238,-2.8032591,1.8122307,1.4114767,0.6638559,-4.035102,1.6360375,-0.3771493,1.5322167,-0.6056442,2.8639083,2.053949
27.310253,-2.3121715,4.781723,5.62654,-2.5617619,-1.3932679,-4.710991,-0.89866513,5.1929655,5.2478614,-0.40936673,-0.9745299,-0.51076686,-2.7960541,2.6278389,1.7723099,0.6607884,2.1561348,-0.5058216,-0.6055236
31.3084,-1.6939152,0.6599358,-2.0443363,5.205474,3.3373995,-1.3162276,0.9743321,1.7678444,1.3153496,-2.515298,-0.6507888,0.87035114,0.9552567,0.5064845,1.2619088,-0.73351115,0.06646386,-0.17985295,-0.66477054
29.159088,-10.3941765,2.9901407,0.66176057,-0.37959403,0.38570124,1.632983,-4.341596,-2.5521894,-0.7644026,1.5395805,-2.2836177,0.17723142,1.208066,-0.32351205,-1.0956795,4.837868,0.538847,-0.4091719,1.6936985
36.489376,-4.296033,-0.6121919,-5.448353,0.5401847,-0.77514297,0.306656,1.9905915,-3.832928,4.170639,1.8801336,1.0593908,-1.573293,0.576801,1.086648,-2.2491107,-2.0125566,0.9757179,-0.5697015,-0.57096785
32.744354,5.618489,-5.448679,-3.4670372,-6.081964,1.9838649,-2.4349663,1.3599714,-1.4613239,0.9863803,4.5063167,1.8003652,0.6165024,1.3406442,3.6741621,0.9917282,0.8508533,-3.2160769,1.1996784,0.9491477
32.28586,-6.502839,-2.0098138,-1.5757176,-1.2739695,0.45655507,-2.7740228,0.10303975,2.2266343,-0.56342155,2.7097847,1.0543717,-2.1689947,2.765896,-1.9064842,-1.0630509,-0.7063374,-0.91934943,0.9334426,2.774843
31.436796,1.8861703,5.641678,-3.080937,-5.2005277,-1.9656103,-3.9712536,2.2079895,-2.543805,1.3095968,-0.14711809,-0.00025635253,-0.04837602,0.7733259,0.52843255,-2.1178024,-0.3116442,-0.4261514,-0.924357,-0.6810138
29.080856,3.2084503,-0.30488735,-2.4754176,3.7015204,0.08887297,-3.96585,-0.8428757,-0.7610911,2.9200416,-2.253823,-0.88121295,0.6948709,1.6909325,-0.63521934,0.506101,-0.77954745,-1.7659681,-1.9716656,0.6803302
36.113583,4.2238326,-3.53069,-2.934742,-2.3714395,6.1138263,1.2957999,0.25592962,-2.682073,0.43483755,0.041336674,-0.7839422,4.24657,1.6971631,-1.2392749,-0.86737627,0.10180308,0.5547461,-2.12816,-1.9192387
18.18091,15.185972,-6.0674977,14.536522,3.217377,-5.3036184,0.1550912,3.5441625,0.68622345,1.3820562,-0.7279489,2.9452922,2.6540315,1.0224236,-3.7236023,-1.3283728,-0.8758848,0.7276697,-2.6228235,-0.5084841
29.412905,-0.088815495,9.103465,1.9086723,1.3835717,-4.5875926,2.1546438,-4.346312,3.9114046,-4.819981,1.0891265,1.7248373,1.565466,-1.4085324,-2.2543662,-0.43328202,-0.9055855,-0.4510168,1.1530801,-0.8775551
23.510986,-6.6716876,-1.8526322,0.621008,1.9624414,0.7303983,-1.0619212,4.9372053,0.15252481,-4.103672,0.095406525,2.6285372,-2.0581253,-0.36287963,-1.3524953,-1.1955714,-3.5591173,0.90346956,-1.6411747,0.17022942
26.100819,-8.346901,1.1109623,0.20964882,0.40526462,1.2958553,-1.6790453,5.532339,-3.1191535,-3.278356,-1.5176734,0.36983433,-7.0378375,-0.47063035,-0.30547512,-2.9295943,-1.8365613,1.1294925,-1.2663381,-1.2620276
30.706743,-0.26652047,2.6854565,1.8302372,-4.605111,-0.65246373,-5.34695,0.41312438,-1.0831667,-1.9989246,-1.992254,-0.5691927,1.5701405,-0.40899172,1.5098276,0.42429012,-3.4867074,1.5781298,4.7690887,-1.7182785
31.20144,-7.4630857,0.7161173,-2.1502523,-3.5794532,-1.3351942,-6.467231,4.0887194,-0.47594425,-4.2304807,-1.4296741,-2.3142152,3.4718764,-2.0212886,-1.4589462,-0.64450294,0.78028476,-1.2215233,-0.15155871,-0.6626207
25.670345,-1.3360722,0.9103732,1.5959345,1.7757559,3.4995344,-2.9360209,5.596627,0.75971067,-5.0738544,-0.47097614,-0.27568978,-3.4425318,-1.047275,3.222379,-1.3497725,0.47486824,-0.99146575,1.3903351,0.37111044
34.976185,-10.022482,-2.4125972,-4.288523,-2.6949,-2.9689865,-1.3401911,0.1508137,-1.5002215,0.6370761,-0.3508684,0.4890499,1.5147372,-0.55436367,1.0455604,-1.1839633,-0.22761188,-0.6578204,0.5847866,-1.4586408
32.660683,-2.7855194,-2.8884027,-3.7799933,-1.7203704,-0.38945824,-1.333027,1.3452047,0.4645217,-0.13129683,-0.98466104,0.1280682,-0.23336585,0.24971174,0.45142066,-1.7611753,1.2500902,-0.13117187,-0.67480075,0.8461245
29.039885,2.2623405,1.5107994,-0.7169791,2.0502434,-2.2497356,1.5406626,-0.659801,2.3071086,1.1674113,-0.8432082,-0.59022766,-1.2613192,-0.5279963,-1.2755927,-0.4591702,-0.638438,0.5244987,-1.1978076,0.018617101
36.476055,-5.778018,-1.9356569,0.046421576,-2.622957,3.0495627,-0.120076075,-1.608002,1.0900092,-0.1968278,-2.7735233,-0.81456834,0.45331755,3.2798164,-0.5418388,0.8826941,0.5659235,1.9451365,-0.23888172,0.8076046
26.614931,-5.66896,3.6710045,-0.5044416,2.5016167,6.3691435,3.679879,3.7781408,2.7341895,0.7457781,-0.037444722,0.34523916,0.8737731,1.3821063,0.78445154,-1.9835624,1.8902686,0.32927012,-0.37072885,-1.1404942
32.556095,-7.570885,1.5185755,-2.5727236,-2.4747717,-3.2459097,1.3380605,1.5228672,2.6365767,0.2256648,0.14421193,1.3259767,-1.1515895,2.2203116,0.7481356,-0.95429105,-0.24584773,2.7874188,0.44686413,-0.08497686
21.83917,7.700535,-3.232499,14.34963,3.6384037,-8.508677,1.4442711,8.598823,-6.4746084,-3.5168383,-1.1720641,-0.81578285,2.9037182,1.9510638,0.8624107,-1.2660708,0.31514263,-2.1053114,0.51553893,-0.0603546
31.177237,1.4455606,-4.4977484,-2.9124143,7.366263,-0.84256804,-0.24130332,-4.1951876,-2.5346692,0.72401184,-2.7337105,-1.7719903,-0.24406712,0.89650124,0.30517423,-0.69082344,-1.398039,-0.038843002,-1.7926717,0.34503603
29.428196,-4.1321645,0.12188378,-1.8479493,0.9052915,-2.0219452,-5.37705,0.30989683,1.1541016,-0.21846183,0.5918908,-1.1058352,-1.1766505,-1.2377573,0.57914287,0.8771741,-0.31011078,-1.3968709,0.05501495,-0.029614322
32.394367,-2.9893267,-2.258956,-5.21578,6.6152763,-0.48237512,4.7836576,-1.3854893,0.09029997,3.8889997,1.1118865,-3.0494301,2.8844528,-1.7441158,-0.16312988,1.7045441,-0.34575197,-0.6208956,-0.67875916,-0.39815044
32.669514,-10.117541,-2.1633883,-1.7878001,0.49057522,0.6912951,2.6636865,-0.48416632,0.74882793,4.502833,1.917481,2.5013313,-0.486662,2.6543453,-0.27614948,-1.1773875,0.11388457,1.2987901,1.1564237,2.7637808
25.639437,6.487072,-11.836029,-0.5715777,-2.4167805,1.1797098,-2.553906,0.5730666,1.8959641,-0.9315875,3.1508548,1.3636857,-0.13535132,-2.008557,-0.34556586,1.6816301,-0.28275615,-3.8192332,3.88889,-0.69926006
32.558876,-5.0945516,1.5801331,2.0699482,1.1424081,5.6888413,-1.7280556,1.8279487,-0.4659499,1.6708201,-0.028284786,1.6551137,2.0383978,4.467241,-2.1013622,-2.466979,-1.7317051,-2.0990956,0.75086015,-1.7810509
30.636408,-1.318308,1.7963102,0.32158968,-1.7015436,-2.4312592,-5.596477,-2.2832842,-2.7442153,1.1943872,-1.2627819,-3.257863,0.44482353,-1.7246933,-0.63123286,0.39703012,0.62572753,-1.4084156,-1.1659825,0.88272005
35.62307,-7.73719,-2.972583,0.45434427,-4.770064,3.1473656,1.9767239,-1.6337248,-2.406334,0.14686885,-0.87406063,-3.5329723,0.12648918,2.780369,0.20362511,2.4859786,1.0235602,3.1101005,0.23731185,-1.7981986
26.97323,5.763107,-6.3617425,17.614157,-5.763407,-0.87327194,2.7432313,0.959051,-6.8686886,-5.901898,-3.2097466,-7.5310864,-0.27245882,3.7776396,-4.8608503,-2.0388386,4.6984787,0.7611829,-1.7020447,-1.5227562
32.38331,-4.837019,-1.4480125,3.020447,1.3129503,-0.80337834,1.3151499,-6.1271205,7.0303535,0.986647,2.2437625,2.1517997,-0.9245495,0.32704645,0.029321907,1.0244108,0.7203473,-0.28607753,-1.9492812,-0.5336375
28.151657,-2.608534,-4.9670877,-3.2377038,-2.170861,1.3093628,-1.3650204,3.4227746,-0.22242403,-3.1368842,-0.3184157,0.79419875,1.6717331,3.3356915,-1.359582,2.0049918,0.25390705,0.5225241,1.1731985,-0.47890508
23.831577,1.1193839,-4.808962,1.7563623,-0.33967215,-0.056953967,4.0140605,5.056933,2.700197,-1.4715526,-1.9154927,-0.9026848,4.2313614,3.1965723,-2.2715783,-2.4092386,-1.4881734,3.4859867,-0.7415454,0.3699044
27.29168,-13.7934265,-1.8327612,0.9093181,6.83171,-0.91225266,-0.028029272,1.36762,-4.4425325,-3.8949623,-1.5010645,-2.4149122,-1.1264677,-0.50597364,2.3774843,-1.7830633,0.032968108,3.2109287,-2.3368387,-0.20101379
17.409845,0.89101774,-6.870646,24.12435,-0.6589754,-3.0969408,0.97647715,4.993645,0.0047865924,-0.6442023,4.6738667,-1.0105375,-1.5720361,-1.5778469,0.06483847,-0.693167,-3.3758106,-2.8549094,-2.317831,-0.9183785
27.124039,-10.100748,-2.646714,-3.0734022,4.8672566,-2.1583052,-1.3506458,4.3682213,0.33808288,-3.3225784,-4.1873746,0.1728219,-2.827568,0.3801487,2.4203315,-2.0513754,-0.72312325,0.7189688,-0.4190425,0.2834205
35.4844,6.769848,2.4296925,-2.3737233,-8.13002,-1.4243487,8.815122,-3.450564,0.28695077,-3.8555262,0.4251271,-3.2969246,-1.8110363,0.31895614,0.79729813,-0.16794246,5.538254,0.7131643,-3.9157557,-0.09087738
30.072483,4.7570157,5.370154,-1.8286641,-3.5752802,0.17443703,0.29903963,-0.24591985,-0.39032057,1.8544873,2.6300046,-4.2331777,-1.3417572,-2.202263,2.0653598,-1.997672,-1.3816999,2.3469715,0.9640395,-1.7135898
27.912556,17.822577,-6.74495,12.353199,0.599223,2.301435,0.13176797,1.2089566,-4.482534,-2.2317522,-2.196135,-2.356446,-3.6439924,2.6574233,0.18524316,1.9204508,0.793771,-3.0827215,-1.9467864,0.49326658
28.859291,-1.9965916,2.844022,-1.3530967,0.063581824,-4.5744586,1.4464821,-3.0717556,0.7615347,-1.0859371,-1.7005843,-0.5400944,-1.2369218,-0.62169844,-0.5809503,-1.4634066,1.1591824,-0.2484555,-0.6084295,-0.15761892
26.31631,-0.29522857,1.8422989,-0.64557695,-1.5049559,1.8050638,6.6946683,-0.90906054,4.3070264,-0.03101649,3.2993271,0.6450661,-1.154628,-2.1134133,1.0749425,-1.9065247,2.1023364,1.2305077,-0.42306536,-0.89211667
33.45934,-8.390064,-7.2675138,2.411201,-3.7460256,0.2526563,-3.987018,-1.6285682,5.2689385,0.10374375,0.7089726,0.44710645,0.05949922,1.7032121,-2.833479,0.97988904,-0.35621038,5.3225627,-0.78547895,-0.5832321
25.7624,-4.8480473,-0.0151373325,7.092673,3.7603061,-2.8348765,3.1960886,12.147337,-4.120321,-1.8052211,-0.06108108,-1.4133742,-0.30860028,1.2010819,-3.2480276,1.7004685,-0.3840135,-1.134015,1.2088133,-1.4395695
33.246284,-12.828707,-3.0178607,-4.3193974,6.157975,-0.036484953,-1.0934289,1.5324019,-3.8073835,-0.3934603,-1.5474224,1.8500957,-2.590459,1.3705244,-0.52665603,3.0823333,-0.65168005,0.72868854,-2.0195923,0.62601256
31.343306,-5.695449,1.0895361,-1.2663718,-0.8226745,-4.0002146,-0.03389597,-3.159031,-0.5440393,-0.4266415,1.214092,0.68414235,1.0884978,-2.4809747,-0.56908464,1.8818936,-0.9776538,-0.21847379,-0.55014837,0.079251096
36.578938,-4.325474,7.2366705,-1.7266791,-1.9677439,-1.1887312,10.494374,-2.8547199,3.3781462,0.2616403,-2.1452918,1.2081748,1.6703593,-0.95905554,0.19031267,0.9886352,1.1631367,-0.16705334,-0.9943853,-0.36894646
28.829773,9.249617,3.0876398,-1.2802742,2.4331048,-2.5521662,-2.5888464,-0.67036045,2.1070971,0.55987173,-0.07704067,-2.4816673,-0.18467592,-0.8001261,-2.1609974,-0.8602344,-1.3261883,-1.82505,1.6981386,-0.56756353
26.22586,10.940419,1.1217808,-2.0736005,0.65579015,0.3854068,-2.7608669,0.49538696,-0.0123014655,2.460736,1.4043669,-1.2477291,1.644079,-2.5332234,-1.8131785,4.064108,0.084087625,-1.0596948,-0.92083436,0.35063353
34.7167,-10.398542,-1.0624388,0.7811806,-2.6666963,-0.34976614,-0.12109577,-0.15011951,0.640674,-4.3137107,0.9327001,-1.7334087,-2.0752442,-0.99639904,-1.5404782,-1.3007869,-5.0712447,-0.96528184,1.892176,-1.0521305
32.24137,6.3733573,-2.5994408,3.5424433,-5.815364,4.7828555,1.7521396,0.4902647,1.95387,-1.3179392,0.08294438,-2.0814056,2.0337353,2.2466478,3.3200555,2.7833889,-0.89247,3.9615314,0.4701543,-2.2681253
31.349606,-7.7553062,2.9035935,-2.4134367,-2.8429637,-2.3524632,-5.52308,3.9435554,-0.98889375,0.29829058,3.4923282,1.8314687,1.1124846,3.2600327,0.4052998,-1.2606578,1.8061621,0.653779,1.2097913,0.10282477
29.98683,7.0740075,-5.2341576,6.0411215,-0.32807285,1.8615043,-0.77635986,0.11410887,2.0504694,1.2713944,-0.76745933,-0.7458155,-2.5665505,0.43556896,-0.60176235,0.39467916,0.5630766,-1.9962212,0.25904125,-1.6976129
24.33226,17.998327,5.607804,7.4216995,1.2538639,-1.0983958,5.139158,0.37248752,-1.7705662,4.4762936,-3.788986,1.6038088,-0.32205236,0.4452394,0.34919295,-0.4766003,0.07616825,0.23110634,-0.36442697,0.25049922
26.756147,8.902452,1.1801608,0.98943967,5.4544287,-4.8535953,0.53690004,-1.8518258,5.154457,-2.8796785,0.6966155,-1.0039195,-1.6572543,1.3540945,-2.8096282,0.8291503,0.31241208,-1.7560979,0.24681394,-0.09392856
29.900028,19.9263,2.6204283,-1.872311,1.9133466,-0.7608165,-7.3116364,-0.3845537,-2.260197,4.202663,-3.1898007,-4.602044,-0.3104539,-1.5407673,0.5881519,-1.2928933,-2.4118285,3.8653226,3.0105464,-1.6775559
33.07185,-1.735265,-2.8365,-1.791478,-0.7382194,0.16480105,-1.9177098,-0.96616644,-0.54537165,-0.5271781,4.125236,1.7848327,-0.61639035,3.4002724,0.992739,-1.6346074,-0.8425161,-1.5166383,0.6543431,-0.46653497
30.240168,-14.068072,2.4212503,-1.1456877,2.4781559,-3.1008968,2.5519152,0.17670085,-0.742917,0.2740163,-2.5345879,-1.1542687,-2.188546,-0.78206277,0.33505657,0.7181513,-0.28658795,2.6563072,2.1069071,-1.4155374
