Spacy-TSVD_1,Spacy-TSVD_2,Spacy-TSVD_3,Spacy-TSVD_4,Spacy-TSVD_5,Spacy-TSVD_6,Spacy-TSVD_7,Spacy-TSVD_8,Spacy-TSVD_9,Spacy-TSVD_10
26.225857,10.940424,1.1218356,-2.0735657,0.65584433,0.3858249,-2.7607694,0.4963297,-0.012171272,2.4579344
34.7167,-10.398536,-1.0624629,0.78110504,-2.666826,-0.35127074,-0.121312246,-0.15325378,0.6400257,-4.3047175
32.241367,6.373369,-2.5994935,3.5423656,-5.815388,4.7826004,1.7522125,0.48988748,1.9532297,-1.3153714
31.349606,-7.755311,2.9036324,-2.4133816,-2.8429728,-2.3525736,-5.523157,3.9431312,-0.9886896,0.29959226
29.986828,7.074023,-5.234279,6.0409966,-0.32811356,1.8612838,-0.77639693,0.113574386,2.0506163,1.2726045
24.332256,17.998331,5.607668,7.4218154,1.2538666,-1.0982025,5.1391506,0.37296727,-1.7700197,4.473213
26.75614,8.902457,1.180144,0.9894629,5.454404,-4.853815,0.53675145,-1.8524263,5.1549664,-2.87945
29.900023,19.926306,2.6204894,-1.872263,1.9133466,-0.76083386,-7.3116307,-0.38467622,-2.2607114,4.203721
33.071854,-1.7352566,-2.8364668,-1.791557,-0.7382806,0.16424707,-1.917859,-0.9676006,-0.5451994,-0.5228653
30.240166,-14.068067,2.4212646,-1.1456485,2.4781241,-3.1015391,2.5518167,0.17535609,-0.7436644,0.27901655
33.602043,-1.8058871,2.0640407,-1.023184,-0.59314245,-1.3322895,-2.4766185,-1.6344455,-3.3533883,1.2579206
30.25431,0.4899674,9.195031,-1.0455716,-4.032225,-0.79988813,2.731122,-1.8660914,-0.32287243,-0.5733413
30.84619,1.1888323,2.0820756,-8.027797,4.878086,-1.1709914,-0.660648,0.49491087,0.0033853704,1.658319
33.815617,1.7910694,-2.1671693,-3.1218722,7.2258115,5.914976,2.0308452,-1.2559521,0.8137029,-3.9215493
29.88406,-3.4083357,5.0632977,3.9071724,1.7365197,6.851641,5.179724,2.5674086,-0.43650147,-1.6252437
32.09211,25.77269,-3.0252752,-7.265067,-4.1732354,-1.0409515,1.9461881,0.2678131,-4.6968393,0.047116768
30.786133,2.2628913,-1.4058195,1.8451064,-1.3739452,-0.4315057,-1.5606742,-1.7845035,0.2945181,-3.1172247
32.38449,-2.0351384,-5.555607,-2.1717927,-2.4092636,-3.0850267,0.14094849,-5.8367715,-4.9998264,-1.4110647
23.935932,-1.7395678,5.2133923,1.5157644,2.544877,2.468751,2.8160398,-3.8947802,4.514965,-8.119587
28.666552,3.0551481,2.0183992,-1.0185261,-2.3740308,1.2611747,-6.595373,1.1769918,-3.9056423,-0.8654773
26.63521,11.4634075,-4.5794683,3.4268937,-1.69498,-6.6524897,0.7017711,4.0311494,1.9489555,1.6853443
25.346067,13.407996,-2.6388483,5.2193785,-0.16564915,-3.474569,-1.5900513,1.6479563,0.32246873,-1.2280412
30.988705,-3.0325973,3.096793,0.49985698,-0.84661967,-0.53274596,-2.2999027,2.6323168,5.087434,-2.4450953
34.965313,-8.8755455,0.998082,-1.9367045,-2.37247,-2.1408815,0.25573874,-1.6457452,2.4430258,-0.027646665
34.71408,-8.654882,-5.432847,-2.0997217,9.756706,3.1380413,-0.8080403,-1.712349,-5.1152687,-2.269492
33.495266,-3.769844,-2.3288915,-2.2431335,-4.4145565,2.6283646,2.621205,2.0898273,1.3106,0.040602338
31.48543,9.708057,1.56608,-1.79778,-2.974877,0.5879448,0.69082993,-2.4328718,-0.8259706,-0.6506438
28.720205,1.3913702,5.306042,0.15268661,2.3248694,1.3863509,0.06809325,0.4708427,-2.8014207,-5.236856
28.945532,3.465868,7.339499,-2.6355493,4.0278625,1.545398,-4.104826,-0.31964824,-1.1246436,1.5653389
26.234283,-0.6752534,-2.617968,14.894752,-2.2418766,-0.76209426,-3.7658153,-0.76661104,-0.8914652,-2.3307188
31.822176,2.6644793,0.8086961,0.68017673,-2.0282502,0.7470475,-4.5373607,3.8126187,3.329516,1.3775558
27.761425,-4.5046997,0.9113413,-1.3321971,-3.005522,-1.3662325,-5.483607,3.1261723,2.6447778,-3.3234708
29.338217,-1.8558812,2.9958792,-3.180032,0.9183969,1.324483,-3.756997,0.68407106,-3.2403607,-0.62515944
30.80794,3.827501,-4.2001143,-2.999751,5.525368,-0.9432668,3.0342026,-3.9231114,3.6257493,-1.0859696
28.930233,13.087987,-4.50217,1.9680868,-4.4059467,-0.608338,-2.352267,-3.911921,1.1279529,-4.16501
22.249918,10.570398,-0.37846527,-1.4047781,2.7086449,-2.2270918,-8.148937,0.2527336,-0.8088059,0.5835783
34.314873,-9.018843,-3.6260862,-2.1610775,-0.38542834,-0.9938509,-0.59471947,-1.4460647,-1.4070513,0.12786153
27.151857,-3.3229568,10.718857,2.4162602,0.33642286,0.5154034,3.0132322,2.9105928,-1.2141153,-4.9548893
26.374039,-6.7418623,7.449909,-0.6754724,-3.6585398,-1.4794292,-0.14644608,-1.8624711,-0.22532386,2.5261328
29.553322,0.2368792,4.323217,2.0751271,-1.0912869,4.9735193,-0.66843504,5.6838894,7.390604,0.5940973
38.115925,-10.501139,-3.2458253,-1.8563646,-0.72736555,0.6923305,0.2139927,-2.655886,-0.75518614,2.5736513
22.010935,7.0559597,4.6413703,0.96472657,9.377012,-1.1444386,3.8942003,-3.0580482,7.599017,-6.72494
34.487064,-8.603188,-5.3421693,2.4466522,0.94621056,2.848775,-1.1485966,-1.6293173,3.0837386,1.7069355
25.992434,6.6491714,3.5448043,-0.10566957,3.3747633,2.4586122,-4.4967947,1.3012401,-2.0683904,2.7450402
32.937298,1.7706336,3.6423151,-2.587366,-1.2769146,-0.48988274,4.6145434,-0.42893824,-2.7326682,-0.6759084
30.329704,1.0539963,3.3741894,-1.0262022,-8.4922285,1.1826714,1.8326445,2.4956105,0.92631555,-1.0199463
31.576685,-8.230472,13.574296,-0.7189853,-2.8181117,2.824802,0.14516422,-1.6217886,0.97684276,2.7915282
34.770416,-3.2516947,16.852205,-3.7826238,-3.9920566,-2.4538713,5.4907966,-2.3494809,1.4050101,-0.912388
35.478065,3.2102346,-2.9669895,-1.0224783,-7.1669335,3.6259956,0.8108438,3.0201058,3.0979974,4.2888827
25.716856,5.448035,4.0545707,-2.6543386,4.5647507,2.1909506,-1.8727014,1.3902582,6.1880774,-0.2596484
32.209164,3.2916024,-0.8030281,-2.925904,3.301708,-0.21103704,-0.17037646,0.5756717,-0.9360578,-2.1420705
31.543749,-0.028438944,0.89681077,-5.524079,-0.8404671,0.25836143,3.0975327,2.3689735,-2.0813553,-0.7837024
34.24493,0.5929009,6.628162,-0.25689358,-4.750489,-1.1792055,1.3614553,-1.3148804,-2.5327773,3.7774873
28.338654,-7.9393034,1.9300064,1.41218,-2.6046703,-2.2521245,-0.85797346,-1.9512398,-1.6475588,1.345329
25.552164,26.33073,6.79488,-7.825863,16.084703,0.0061651184,-3.119326,0.2514717,1.7360638,-1.315361
32.686356,7.1321406,-1.5122538,-3.9582775,-2.1754417,-2.010129,1.3582665,-1.83988,-0.16128191,-1.1945546
31.8713,-6.226669,-0.5266092,4.6895566,-1.9769926,-0.8803239,0.41897714,-0.83242166,-0.4560608,1.8989744
25.245071,0.14999427,5.3359423,1.9625465,-0.20976721,-1.1092747,-1.9982841,-0.682418,-1.9047085,1.9957174
34.003414,13.394138,-3.5684838,-8.703088,0.8256104,-1.0432279,6.3608603,2.2471125,-2.8676019,4.396158
33.20893,13.327842,4.5200734,2.0978987,-8.098547,-1.048959,3.9327412,-3.5522735,-1.7498024,-1.569894
27.07001,0.022475615,5.308897,-0.46094102,3.188259,1.6352257,1.160059,4.706752,-0.4938172,-1.3169868
32.66663,5.417911,-3.5505674,-1.5893388,4.090826,2.1559656,4.421751,-3.8736312,-1.2969048,-3.013106
31.67981,-3.290026,2.4302495,0.90655285,2.0172606,0.18099573,0.23719382,-2.7927108,0.33187273,2.9374127
30.963413,4.9550104,0.68342113,1.2869471,5.172186,6.2789736,-1.265355,-2.202965,2.4044147,0.59489876
30.429634,2.5478826,-0.09369052,-1.0501127,1.09667,-0.038655743,-0.77707154,-0.4319001,-3.6807983,-1.4123122
32.338226,-3.902358,6.800894,-0.24647008,-4.190212,-3.3906927,0.6680653,-3.4017766,2.1523206,-2.4294126
29.622446,-4.6380835,-2.702863,-2.5961843,2.63672,-1.0430144,1.859098,1.9471055,-2.4107192,-1.1896318
29.825153,2.3551197,1.7277695,1.8949822,1.1306515,-1.069308,1.7885026,-1.3042346,1.1515194,1.5202479
30.076706,-4.5926266,-9.232239,4.289257,-1.9459418,-2.0072868,-3.7097087,-3.2374997,1.6499274,-1.9233148
27.297705,6.1428328,-9.46524,-9.340463,-1.1792381,-5.1269712,3.1872516,5.620942,2.0698671,0.6719505
30.3447,7.956125,-0.41565147,-7.6771245,-0.89681053,-2.9961019,-1.6963379,-0.9926264,-0.4331481,-0.2680573
30.771475,1.2986466,1.7343986,2.5051994,-1.8966337,0.7303858,-0.43337545,-4.0309577,-1.5900903,-1.4825886
31.19573,-5.3595333,0.22752446,0.81499034,-1.696518,1.1815125,-5.4729934,-0.5413572,-0.93744373,3.0355234
30.538576,4.6420083,3.8148654,2.9261343,-4.6723056,-1.2400643,-2.8968582,-1.9790589,0.405238,0.80714303
28.281664,0.85366386,-3.9969454,-0.72175187,2.127776,3.0115716,-0.45178378,1.7049345,2.3095772,-1.9986322
31.818905,1.486966,2.1599243,-0.9415348,2.3789682,-2.894513,1.0271983,-4.168487,2.867603,1.1837722
26.86961,28.279024,0.7635885,-8.260774,14.2754545,-4.377008,0.977309,-3.2732182,3.8468764,-2.3592303
30.567987,12.42788,-1.5105493,-2.4645507,1.108284,-0.28087556,1.7952569,1.2027127,-0.5948418,0.063920006
27.183767,13.804517,-3.092198,13.138766,-0.3727488,-5.184819,-4.183879,-0.5299347,1.9925753,-0.35184962
29.77078,5.25329,9.195775,-0.34938544,2.1105604,-3.4871452,-1.6706932,-1.9254601,3.5303195,-2.4751782
29.257376,4.054513,-10.314222,9.484158,-1.6548171,-0.91338843,6.55112,0.3644182,-2.467903,-0.61741686
32.8287,-7.6474357,-1.1122311,-4.5034814,-1.3785825,-2.0629976,2.832485,-0.390659,-1.7681556,-0.13997519
23.650862,-2.3428547,-0.52478176,5.367909,0.49932572,1.1466987,4.4635305,5.6180696,0.35831976,-0.03475918
26.43298,-4.509545,4.6324215,5.3449745,-1.3101233,-2.347054,0.11565072,-2.36013,-3.4126182,1.5251558
23.133673,-6.489733,-0.89095247,-0.043737624,0.4216385,-1.6450759,-2.9446352,1.6775955,1.3262416,-4.142237
33.383835,0.05469181,0.21197876,-4.3424373,-1.5592865,-0.037069008,4.804818,-0.5608286,3.2971647,-1.1124965
31.655767,3.073241,-2.3992608,-9.624422,-5.1206903,-2.8158517,0.11175841,6.735462,-0.71462053,-1.0092136
31.88486,-5.9261208,0.49905685,4.635405,1.5406181,1.9942275,2.5480196,-1.8066231,-1.1668435,-0.98200977
29.402227,-5.9247613,-0.27850017,-1.5128455,-3.7482305,-2.9945378,-5.975136,1.5693477,2.71977,0.38124847
27.726664,20.323856,-11.342857,-6.57143,-4.713253,-0.7763816,-0.98698264,0.6097971,0.80651516,-3.8987455
27.78895,-6.6903343,1.5254511,-1.3607175,9.2592125,-3.058195,1.5471224,-1.9615076,3.0947752,-2.736281
29.059536,13.446243,5.0500875,-8.065052,0.43929037,-1.6745231,7.451856,-3.4684885,2.343822,-0.6764041
32.157978,22.476267,-8.105524,-6.0749307,-4.056981,-2.3988597,2.304934,-0.6495501,-2.3831847,2.0600846
33.85678,-6.742624,-0.97670233,-1.5796487,6.109083,1.7864217,-2.3509145,-2.5968764,-2.707065,4.0436273
28.979033,3.8092268,0.3006571,-4.9898467,0.2112023,1.4693688,-3.7223847,6.1989017,-0.62671304,-1.2922531
32.508606,-12.163923,-5.8440456,0.48005638,1.8423676,4.739464,1.1852758,1.2534771,-3.2989516,-4.676187
32.37553,-8.81786,-1.4467338,-1.2346997,-2.6690595,-3.7873974,-2.2111826,-1.2285573,-1.300454,1.5892346
31.754763,1.990326,-2.8821442,-3.9536703,-3.2592173,0.9995267,4.443168,5.1354713,-1.854029,1.7601764
28.456373,-8.917782,3.728403,0.4666824,-1.8554499,1.835749,0.01740268,2.1820188,-1.6596241,-0.09013785
27.474535,-9.078493,5.892891,-0.7601792,3.3689036,-3.0309942,-0.05576653,1.2143155,1.723198,-2.7012343
18.94798,11.240781,0.65983325,9.46084,-0.79552734,0.89819396,5.3254595,0.69320625,1.7343823,1.8332244
36.83064,12.474707,-9.91043,-1.4131371,-3.7684338,4.6919026,4.1157503,-2.4311512,-1.3463336,2.290948
32.451736,-2.4707787,-2.1649382,3.7844226,-2.0241196,-0.4038775,-1.5875791,-1.0172323,0.77507263,3.2460315
28.736233,-5.813729,5.8883405,-1.81589,-1.6563393,1.7582462,0.24036065,1.4223171,0.9940277,-2.3112633
36.26906,4.8865447,-2.1592495,-3.989976,-10.319876,1.2049208,6.9504957,-0.18446815,-0.841813,6.22312
33.47492,-10.110412,-2.4330504,0.6422783,2.0785556,0.18220966,1.2235942,1.4004337,-0.7375622,0.25794455
32.226845,-6.7053204,-1.1451535,1.3914354,-1.6671791,0.41528448,1.0989214,-1.5717319,-0.37356317,0.0591328
33.56222,-2.2214408,-2.5092683,-0.81269526,1.1752945,-0.7197013,0.9825987,-2.539677,3.3267376,0.018926503
32.925423,-4.505078,-3.6523058,3.4386523,7.33183,7.288705,3.4929714,-5.997132,2.9450858,0.8479102
28.753613,3.337792,-2.515278,0.80536395,0.48065737,-2.577251,-0.115280375,5.171193,-1.4654801,0.16218485
32.877697,-11.946098,-3.4548414,-0.29198244,4.996576,-2.757075,-0.36988395,-2.5279317,-5.0180283,-2.5174713
31.768585,5.036243,-2.3169012,-2.4090078,2.0986512,-0.18041624,1.3051122,-0.8532268,-1.188217,3.6050694
24.52665,10.214843,-1.2096347,4.9171724,0.94660527,-0.15531014,2.249471,2.5744221,1.1931715,1.7723708
27.883081,-10.341897,-1.8446938,-0.4963597,2.6257875,-1.2721235,-3.3509288,-3.7402682,-0.92465925,-0.11102281
32.539627,1.3984146,0.0050223507,-2.5500052,-1.0744175,-0.9857829,1.8653224,-2.586433,-0.7949056,1.2901589
31.376158,-9.776515,1.621587,3.1684752,-1.2865385,-4.0189104,0.2896777,-1.1916665,0.38402492,2.3471458
25.891615,5.1636066,-8.034172,10.425472,2.3139932,5.1911893,-2.2178667,-2.5132847,0.37776443,-6.1398344
32.611458,-7.6005964,1.2033459,-2.8005424,2.0423784,-3.2541866,-2.1540916,2.3924546,-1.068212,2.650504
32.6649,2.9351873,4.4641156,-3.7505224,-2.1386921,0.26139623,3.1136348,-0.05024703,2.3150177,0.80088294
34.420135,10.752964,0.5569447,-5.1102905,-0.5973523,1.7593322,1.5063522,2.8734214,-2.3647528,0.0036342216
27.91955,-2.225454,0.70514077,1.9205654,1.6588746,3.9369783,0.2841631,1.038815,0.43426275,-0.4793417
29.217318,-3.0167875,1.5541449,-0.5890712,0.16782501,-4.22506,2.0812435,-4.175226,3.6772802,-0.5643511
32.905243,-7.1356235,2.2760355,0.070945136,0.15450557,-2.463877,2.4833512,-4.151927,0.17283137,-2.8269403
29.871397,-7.3199177,-1.3934793,-0.9955522,3.0926862,3.244799,0.6398918,1.4104781,-2.2678578,1.4352869
32.405266,-9.377476,2.1102927,-2.5236123,-4.33017,0.44940734,-0.89521486,2.8630693,-1.1020087,0.1109006
25.282017,1.0130746,8.940251,0.22310612,1.2630424,-1.674954,1.3411834,1.3537219,2.066594,-3.2575135
