Spacy-TSVD_1,Spacy-TSVD_2,Spacy-TSVD_3,Spacy-TSVD_4,Spacy-TSVD_5
25.674631,-1.3045505,1.8691331,8.1342325,-2.2645106
28.617119,-7.80506,2.877607,-1.8783361,-3.155711
34.80182,0.82420504,-4.1801867,-0.027563166,-2.9885948
30.584698,12.101093,-4.6109376,-1.0272934,5.69009
34.0404,6.0033336,0.7126256,-3.4144976,-1.3714055
29.89979,-2.8267937,3.2856681,1.5286573,0.9977975
27.310253,-2.3121727,4.781773,5.626409,-2.5629468
31.308397,-1.6939169,0.65986,-2.0442364,5.2067375
29.159088,-10.39418,2.9900208,0.66187114,-0.37774834
36.48937,-4.296039,-0.61222917,-5.448307,0.54041713
32.744354,5.618491,-5.4487467,-3.46686,-6.080212
32.285854,-6.5028424,-2.0098023,-1.5756727,-1.2738248
31.436794,1.8861657,5.6416283,-3.0808516,-5.1994715
29.080856,3.2084494,-0.3049312,-2.4753015,3.7027593
36.11358,4.2238326,-3.5308275,-2.9345038,-2.3689363
18.180914,15.185984,-6.0674224,14.536555,3.2172487
29.412905,-0.08881751,9.103566,1.9084638,1.3817072
23.510984,-6.671691,-1.8525347,0.6209047,1.9606801
26.100819,-8.346905,1.111066,0.20952225,0.403357
30.706738,-0.26652226,2.6854205,1.8302393,-4.604884
31.201437,-7.4630933,0.7161512,-2.15031,-3.5802426
25.670341,-1.3360723,0.9103945,1.5959162,1.7756206
34.976185,-10.02249,-2.412636,-4.2884645,-2.6944678
32.66068,-2.7855225,-2.888462,-3.7799137,-1.7196231
29.039885,2.262339,1.5108536,-0.717062,2.0492702
36.476048,-5.7780232,-1.935824,0.04667667,-2.6199617
26.61493,-5.668963,3.6708794,-0.5042732,2.5039499
32.55609,-7.570892,1.5184282,-2.5725665,-2.472732
21.83917,7.700541,-3.2325706,14.349885,3.641567
31.177237,1.4455589,-4.497812,-2.912273,7.3676457
29.428196,-4.1321673,0.12196,-1.848045,0.9040023
32.394363,-2.9893324,-2.2589457,-5.215827,6.614723
32.669514,-10.11755,-2.163478,-1.7876915,0.49178398
25.639435,6.487076,-11.835833,-0.5717888,-2.4200656
32.558876,-5.094555,1.5800338,2.0701985,1.1452199
30.636406,-1.3183113,1.7963841,0.32148492,-1.702776
35.623066,-7.7371926,-2.9727755,0.45460835,-4.766895
26.973228,5.7631173,-6.3618317,17.614462,-5.759885
32.38331,-4.8370204,-1.4479752,3.02045,1.3128705
28.151653,-2.6085372,-4.967231,-3.2374978,-2.1686003
23.83158,1.1193836,-4.8091726,1.7566946,-0.33591843
27.291676,-13.793427,-1.8328815,0.9094655,6.833458
17.409845,0.89102924,-6.870366,24.12427,-0.66089946
27.124035,-10.100756,-2.6467974,-3.0732734,4.8686175
35.4844,6.769846,2.42958,-2.3735707,-8.127771
30.072483,4.757015,5.370156,-1.8287286,-3.5757816
27.912554,17.822586,-6.7449093,12.353376,0.6008775
28.859291,-1.996594,2.844035,-1.3531446,0.063237555
26.31631,-0.2952313,1.8423244,-0.6456796,-1.5059053
33.45934,-8.390066,-7.267577,2.4112704,-3.7456963
25.7624,-4.8480477,-0.015055991,7.092616,3.7595987
33.246277,-12.828718,-3.0178683,-4.3194017,6.1576147
31.343306,-5.695456,1.0896568,-1.2665819,-0.825167
36.578938,-4.3254776,7.2366533,-1.726714,-1.9675059
28.829773,9.249615,3.0877466,-1.2804217,2.43145
26.22586,10.940421,1.1219364,-2.0738685,0.6526235
34.716694,-10.398548,-1.0622822,0.7810339,-2.66898
32.241367,6.3733606,-2.5996807,3.542796,-5.8110046
31.349606,-7.755315,2.90342,-2.4132211,-2.8402345
29.98683,7.074013,-5.234065,6.0411034,-0.32862732
24.332258,17.998335,5.6078095,7.4216995,1.2543627
26.756145,8.902454,1.1802217,0.98939663,5.454044
29.900032,19.926298,2.6203997,-1.8723851,1.9127331
33.071846,-1.7352681,-2.8366022,-1.7912428,-0.7357298
30.240164,-14.068078,2.4212363,-1.1457732,2.4774423
33.60204,-1.8058939,2.0640295,-1.0232171,-0.5932607
30.254313,0.4899681,9.195108,-1.0459151,-4.0339046
30.846193,1.1888249,2.0817404,-8.027578,4.8812594
33.815613,1.7910593,-2.1676283,-3.1212077,7.233587
29.88406,-3.4083383,5.0634046,3.9069219,1.735709
32.092117,25.772684,-3.0257192,-7.264645,-4.1687384
30.786133,2.2628832,-1.4057243,1.8451113,-1.3745378
32.38449,-2.035151,-5.555682,-2.1716378,-2.4088597
23.93593,-1.7395697,5.2135053,1.5155343,2.5438294
28.66655,3.0551434,2.0183303,-1.0184418,-2.3726552
26.63522,11.463398,-4.579409,3.4270558,-1.6943206
25.346073,13.407997,-2.638751,5.2195187,-0.16461141
30.988705,-3.0326018,3.0967257,0.49987903,-0.84538007
34.965317,-8.875554,0.99802715,-1.9366608,-2.3718345
34.714077,-8.654893,-5.432861,-2.0997312,9.755304
33.49527,-3.769856,-2.3289602,-2.243075,-4.4144998
31.485434,9.708053,1.5660272,-1.7978157,-2.9748743
28.720207,1.3913683,5.3061523,0.15229622,2.322071
28.94553,3.4658666,7.339421,-2.635696,4.02826
26.234285,-0.67525864,-2.617424,14.894544,-2.2452128
31.822178,2.664471,0.80855066,0.68037885,-2.025772
27.761421,-4.5047073,0.91134435,-1.3322916,-3.006282
29.338217,-1.8558854,2.9958389,-3.1800883,0.91828185
30.807943,3.8274906,-4.200056,-2.999861,5.522826
28.930233,13.087976,-4.5022016,1.968301,-4.404725
22.249924,10.570394,-0.37848336,-1.4046887,2.7094116
34.31487,-9.018857,-3.626161,-2.1608899,-0.38445947
27.15186,-3.3229547,10.719059,2.4156604,0.33277905
26.37404,-6.741866,7.449909,-0.6756547,-3.6588004
29.553322,0.23687589,4.323256,2.07506,-1.0908604
38.11592,-10.501149,-3.2459114,-1.8561388,-0.7260048
22.010937,7.0559597,4.641467,0.9645765,9.376532
34.48706,-8.603207,-5.3421855,2.4469204,0.9477019
25.992435,6.6491694,3.5448213,-0.105882354,3.3734052
32.9373,1.7706276,3.6422842,-2.5875573,-1.2780951
30.329708,1.0539916,3.374017,-1.0260968,-8.489987
31.576689,-8.230465,13.573897,-0.7187236,-2.8107636
34.770416,-3.2516906,16.85205,-3.7829254,-3.9906087
35.478073,3.210223,-2.967023,-1.0223532,-7.166898
25.716862,5.4480343,4.0545325,-2.6544156,4.5650773
32.209167,3.2915938,-0.80302006,-2.9259439,3.3006296
31.543749,-0.02844647,0.8966778,-5.524066,-0.8401964
34.244926,0.59289825,6.628126,-0.25687805,-4.7490563
28.33865,-7.939307,1.9299992,1.4122676,-2.6031015
25.552174,26.330732,6.794647,-7.8258605,16.086212
32.686356,7.132136,-1.5123919,-3.9581406,-2.174447
31.871298,-6.2266774,-0.52650565,4.6896343,-1.9763842
25.245071,0.14999299,5.335961,1.9624434,-0.20928092
34.003414,13.394131,-3.5686283,-8.703197,0.82330334
33.20893,13.327835,4.52014,2.097781,-8.098991
27.070011,0.022472568,5.3088245,-0.46111387,3.1885977
32.666634,5.4179,-3.550455,-1.5894611,4.088035
31.67981,-3.2900321,2.4303284,0.90632164,2.0154362
30.963417,4.955005,0.68350214,1.287001,5.1725817
30.429644,2.547875,-0.09365749,-1.0501211,1.0963922
32.338226,-3.90236,6.8008432,-0.24654406,-4.1890626
29.622446,-4.6380963,-2.7029953,-2.596015,2.6381645
29.825155,2.3551145,1.7279532,1.8947766,1.1286445
30.076708,-4.592642,-9.232089,4.28943,-1.9466913
27.297709,6.1428194,-9.465386,-9.3403225,-1.1805751
30.3447,7.956116,-0.41599008,-7.67683,-0.89332914
30.771477,1.298641,1.7344292,2.5052154,-1.8960786
31.195734,-5.359541,0.22764145,0.8148625,-1.6981273
30.538576,4.642003,3.8151505,2.9256377,-4.6773915
28.281662,0.85365295,-3.997014,-0.72159624,2.1285827
31.818903,1.4869599,2.1597867,-0.9414165,2.381091
26.869616,28.27902,0.7633289,-8.260768,14.276119
30.567993,12.427871,-1.5105599,-2.464661,1.1066669
27.183773,13.804509,-3.0921216,13.13926,-0.36791715
29.77078,5.25329,9.195693,-0.3494522,2.1124065
29.257378,4.054498,-10.314014,9.484574,-1.6532503
32.8287,-7.6474442,-1.1123654,-4.503417,-1.3780588
23.650864,-2.3428612,-0.52476263,5.3681197,0.5017519
26.432983,-4.509548,4.632551,5.344888,-1.3097007
23.13367,-6.4897385,-0.89101464,-0.043628227,0.4227351
33.383835,0.054682788,0.21183077,-4.342347,-1.5580267
31.65577,3.0732284,-2.3994882,-9.624338,-5.1205897
31.884857,-5.926129,0.4990824,4.6356125,1.5432198
29.402225,-5.924771,-0.27851382,-1.512832,-3.7483716
27.726667,20.323843,-11.343209,-6.5709867,-4.7108054
27.78895,-6.690346,1.5254893,-1.360863,9.258179
29.059542,13.446238,5.0497713,-8.065069,0.44116238
32.157978,22.476254,-8.105713,-6.0746517,-4.056395
33.85678,-6.7426343,-0.9767252,-1.5797123,6.108495
28.979036,3.8092208,0.3006233,-4.9899473,0.20984519
32.50861,-12.163936,-5.84393,0.48003066,1.8404288
32.37553,-8.817866,-1.4466848,-1.2347714,-2.6705139
31.754763,1.990315,-2.8821132,-3.9537277,-3.261201
28.456371,-8.917784,3.7284377,0.46649012,-1.8564392
27.474533,-9.078497,5.892961,-0.7604969,3.3669133
18.947985,11.24078,0.6599623,9.461065,-0.7925747
36.830643,12.474687,-9.910272,-1.413105,-3.7717555
32.451736,-2.4707873,-2.1647549,3.7843926,-2.0252228
28.73623,-5.8137307,5.888282,-1.8159986,-1.6558591
36.26906,4.8865337,-2.1594126,-3.9897952,-10.318976
33.47492,-10.110424,-2.4329443,0.64221174,2.076954
32.226845,-6.7053328,-1.1450813,1.3913516,-1.6684626
33.562218,-2.2214508,-2.5091996,-0.812769,1.173512
32.925426,-4.5050917,-3.6521297,3.4387133,7.331203
28.753614,3.3377836,-2.5151775,0.80530554,0.47912192
32.877697,-11.946114,-3.454798,-0.29204,4.9951463
31.768589,5.036234,-2.3169239,-2.4089901,2.0980856
24.52665,10.214838,-1.2095523,4.9171886,0.94669485
27.883078,-10.341915,-1.844745,-0.4961677,2.627341
32.539627,1.398406,0.005002663,-2.5500324,-1.0749602
31.376154,-9.77652,1.6217935,3.1682472,-1.2889966
25.891624,5.163598,-8.033703,10.4253,2.3096309
32.611458,-7.60061,1.2034003,-2.8007784,2.039734
32.664906,2.9351826,4.4639473,-3.7504914,-2.1369991
34.420135,10.752952,0.55685306,-5.1102386,-0.59716314
27.919552,-2.2254593,0.70520467,1.9205647,1.658984
29.217316,-3.0167942,1.5541204,-0.5891196,0.16789217
32.905243,-7.13563,2.276044,0.070927516,0.15497462
29.871391,-7.3199277,-1.3937659,-0.9951898,3.0967054
32.405266,-9.377484,2.110228,-2.52366,-4.330246
25.282011,1.0130765,8.940345,0.22265176,1.2604718
26.896248,-8.653804,-0.6679494,-3.2563293,1.2001387
28.778149,-3.1168072,4.050629,-2.6950467,-0.96436226
30.014025,7.2749867,-5.413698,2.2290537,-1.9546074
32.723694,2.144209,-3.3255117,0.41132352,-4.3958044
37.816364,-2.897118,-5.7479863,-2.1889818,-0.28091347
29.072681,1.5354831,3.430181,1.4222175,0.5314559
15.470206,21.735687,0.28401932,8.973673,6.613098
33.22934,3.8695173,-1.267197,-6.5978284,2.372669
28.90663,19.209219,-5.0826607,-1.2937912,1.6631969
34.565228,8.691321,0.9578958,-3.6815882,-2.611537
30.46451,9.798803,2.1696296,-1.1267885,0.96197516
32.32208,-16.069397,0.5043025,3.3040786,2.5734217
22.516205,15.8674345,10.866768,5.1779947,-3.550054
32.81391,-4.567285,-6.7432194,0.13524508,-7.066773
26.179579,0.68038374,2.391361,-0.5217819,6.311885
25.503883,4.713782,-2.7696042,-1.2299312,3.743405
32.37455,2.8561668,-3.9096205,5.5599394,-9.386354
25.507849,1.3756186,3.284578,-2.1289613,-1.3763458
26.57468,-1.6907698,-4.8633184,-4.027647,0.49669597
31.611147,2.0591815,-3.9997993,0.47023305,-2.0250087
32.81318,-1.0481322,-2.286774,1.9447864,-4.42942
29.392874,0.80255365,2.4379184,-2.5385723,0.42054686
29.16091,-6.2754326,-2.8363636,-4.789185,0.3333424
29.535814,-1.5845004,-0.21228275,-7.062663,-3.739212
32.226505,-9.208131,1.0852774,0.38743067,0.49435362
32.28867,-8.179473,2.889775,-3.3792503,-1.1043979
30.876583,-2.7705295,1.7404945,0.6492552,-3.240924
34.45351,-6.6724024,-1.0684476,-2.814499,3.626427
32.93046,1.8725792,2.0290005,-3.2063425,2.3527684
30.042934,-3.1560652,6.325596,-1.7158059,1.7519385
12.4140215,-3.1897054,0.1791844,0.08960811,-2.8549871
28.908365,0.46737093,5.5431314,-1.1394719,-0.4397665
28.862774,-9.124194,-7.338802,15.6382885,4.0565834
29.76944,3.8368604,2.6762707,-4.137896,0.67348737
32.34121,-5.5253086,4.7740293,1.2335051,-3.467133
31.707115,-10.969678,-4.332597,2.1067476,3.786998
28.704653,26.084723,-5.855052,-2.9490905,-3.4166665
29.288504,15.037031,2.4150412,-1.0122876,-0.4246087
31.039663,13.378461,-6.948123,3.4384649,-6.2250943
33.440598,0.7559656,-1.9076871,-1.6995006,-0.3948218
31.240906,-0.12911017,3.8241327,-4.746581,0.40617692
31.796824,-10.254749,-3.9334693,-1.2460958,1.0516692
29.75803,2.6701024,1.5585384,-1.7552912,-5.332211
13.287166,-10.117236,3.139764,16.71203,0.5387382
32.5825,-0.5979959,2.4393017,0.6714933,3.640292
32.415157,4.786446,0.46951073,2.229016,-6.0250983
23.414171,8.1404915,5.894022,0.1750021,0.4302685
27.308258,-8.551357,-1.7186488,1.9001559,3.918692
31.431028,2.026039,-1.1715492,-6.0960584,-0.5861974
33.022076,-9.006082,5.162638,3.141103,-1.6509038
31.804955,0.7131348,6.437379,-1.0751208,-6.2031884
32.56288,-14.120491,-1.8576471,6.966597,6.340865
29.072197,-4.451027,0.835327,9.317705,0.19197978
26.44138,3.922032,-2.9451187,13.139076,0.28366584
30.870668,-2.956434,0.2090773,-3.7891998,-0.87475955
27.096754,-3.2229795,1.1655617,8.928697,6.374679
18.061783,8.219949,-0.46645242,-1.9308553,5.1435356
29.631376,-1.7639713,2.2103746,1.0165249,-6.650579
30.048645,6.0691075,-2.8297198,-7.8489904,-5.8171177
30.3857,0.7687408,-3.1591523,4.34037,-2.3195708
27.93806,-8.9074135,1.4397596,-0.5260797,4.108487
32.605316,-6.668961,-4.9348826,-0.85804564,-1.4850947
22.247019,10.102808,-4.034009,6.9350204,0.32049817
17.349518,6.33898,-2.875998,0.9905106,0.15336043
31.771338,-5.0844097,2.3722665,-1.32538,-3.3655884
27.91949,6.713746,3.8473868,-1.6349036,-4.177383
29.174658,10.489616,4.0057163,-4.4040875,1.6923696
31.01621,6.070736,-6.1105413,0.026749061,-0.13280955
32.989414,3.038671,1.6346344,-3.2470675,-3.1028607
29.707758,1.1316277,-2.4355047,0.32758963,0.76152825
30.670614,-3.6912606,-2.1955001,3.5593076,0.19074057
14.553604,-0.9176408,5.552599,5.1386127,-0.5937436
31.731813,1.0132871,0.0827387,-0.95215523,0.65058875
32.87377,-7.91958,-3.2287464,-3.3917263,-0.6827777
30.44142,-4.072669,2.4124103,-0.27159423,-3.1098502
20.442253,-0.22911343,7.023641,-1.9532653,3.4352944
24.078562,13.210046,0.829116,0.20661087,6.015001
29.39408,6.2449656,4.8993683,-2.3856695,1.2979766
28.524017,1.1947879,0.09583107,-4.441102,0.40150732
27.235155,26.812674,-3.1532462,-0.5842808,7.953788
31.05916,-3.994528,-4.5524,-2.1848009,5.3459997
31.790894,-8.515749,1.3322027,-0.8266555,8.026194
33.545307,0.13257109,0.45182508,-0.12622422,-4.884575
32.332176,-4.3014407,2.4282565,-1.6204315,-8.207627
34.783287,-1.457179,4.034498,-2.3066862,5.246496
30.789839,2.771734,-4.636444,5.950876,-5.7871137
24.700138,-4.4832406,7.8805366,0.32766643,-1.7301307
29.98346,5.2989907,-5.366164,0.34622627,-2.5431814
33.261806,6.375775,-0.06650243,1.8596743,-4.731224
36.243927,-7.484767,-2.2139013,4.982852,0.026127862
28.400135,-1.2650254,1.0200167,-6.0543237,0.9769877
29.015284,3.0803494,-0.469988,-1.8410912,1.8092577
23.506002,-5.49536,-3.4333572,-0.6233117,2.0569694
34.449753,6.8782434,-7.450945,-5.199173,-3.5193784
24.38569,-3.8993623,8.311592,2.565664,-1.7283816
29.678116,-5.0894675,-4.587784,1.3109363,-3.6249042
31.14572,-6.06031,1.3312529,-0.8993399,2.0260503
30.256945,4.815528,1.8960842,-4.4363856,4.7025976
31.200699,3.8148801,-2.421311,-5.6432,-2.369613
28.329227,0.8517513,2.739196,-0.7140011,0.7504116
22.760765,-0.6900893,10.920723,-4.0869193,11.0416155
26.440834,-13.245458,6.62768,-1.5860115,1.4405391
30.207891,-7.481656,-3.3217769,-0.48450133,4.99221
29.890144,1.2494738,7.4977202,-1.0813274,-2.374063
28.139776,-2.05385,-1.36085,-1.8023572,0.77281684
21.589949,14.6667595,2.2410939,-3.7134352,8.462787
32.897537,-7.4567094,-2.4042158,1.304541,5.748492
27.743338,-3.4181685,-2.755353,1.2554253,3.1504865
29.615656,1.44722,4.549034,-1.0319768,5.576414
20.607578,9.261017,-1.6516325,11.615384,1.337765
32.814262,4.257251,2.3055022,2.9847639,0.41416934
27.972048,17.013693,-3.9148304,-3.9794276,-2.39488
27.312153,-3.4470093,1.540699,2.950511,-3.8631985
25.945305,7.81809,1.6220487,1.9652005,2.0463946
23.908688,0.18203136,9.623475,-0.21112964,-0.24250479
32.457886,-0.39696705,0.4179802,-5.5700483,4.235606
25.067972,-0.30715227,-3.7401822,0.23359187,-0.3346403
24.190016,9.811708,4.55826,18.57313,0.5075245
25.794554,-4.432467,5.1533256,-0.77135056,-0.4933079
32.126842,3.0378017,5.1160855,-3.9732056,0.1991375
31.974422,3.584085,-0.41804418,-2.018593,-1.0647016
32.095287,10.088266,-3.2074525,-4.869671,-3.222123
30.989529,4.3106112,6.6998954,0.7396653,-2.4103167
27.996296,18.925388,-5.842167,-5.4189267,1.2090698
26.51394,-12.852315,-2.5440521,-4.0320244,2.8384728
26.465525,-6.029487,-0.5776063,19.509573,2.0544162
16.586971,2.046035,2.6144142,22.476519,1.0673652
31.061815,-0.55295306,7.708757,0.2926177,0.72149205
31.518745,1.071081,1.4279499,-7.501046,6.0588207
30.557384,-1.3085397,-1.6139339,-0.6018629,4.637591
33.37873,1.5214425,2.0687788,-0.53674436,-2.576363
27.951107,-8.465433,8.208589,0.18683164,3.895618
30.519936,-6.575726,-5.0960317,0.37051502,1.8231188
30.279026,16.19108,6.6745954,-1.6772388,-5.748711
30.40373,7.24449,7.3752475,-2.2138515,3.9250526
32.882217,2.2974246,1.2246506,-4.5399923,-0.11104349
29.947947,-3.33304,1.04107,-2.2419257,0.16823095
28.396013,8.715973,2.2203116,-3.854042,1.6522223
31.130266,11.222985,-12.988855,3.2972465,-5.095125
29.025793,1.7728384,2.3929832,-1.6559536,8.112348
25.963459,-10.604844,-3.147632,2.1788614,4.4657865
30.65103,-2.6159909,3.8571296,-3.2807255,4.8436966
12.381,-0.1158273,-11.588281,10.750377,4.984202
29.719025,-5.4177527,-0.40809327,-0.62194884,5.911273
18.499557,-3.8744767,6.3140535,-2.8054633,0.70631915
24.002163,9.202973,-0.7300616,-1.3611149,2.8873525
29.820826,-11.72226,0.013710499,2.9501352,-1.5331386
32.825134,-1.8128377,-0.5902384,-2.0514593,-0.45314384
34.33299,0.49718702,1.5535523,-3.171759,2.352702
33.252346,-4.3948364,-4.0608873,-2.9935102,3.1102176
33.355194,-4.4236183,-2.328559,3.054221,-1.2618011
33.268112,-5.539618,18.531889,4.761723,-10.862168
29.785799,-3.417702,4.4521775,2.470598,2.670252
34.643635,6.553516,-9.063529,-1.0335238,-5.340875
32.0581,-9.037306,1.0032148,1.8105521,1.3467289
29.5629,-8.922139,-3.915731,0.81873614,5.5625744
26.001377,0.7018219,-8.296327,7.9420276,-2.0345478
26.94971,5.451499,0.7360867,2.845842,-0.15692215
30.051481,-3.3500834,-0.3120576,-0.82941735,-4.5666423
34.159645,-11.564722,3.3083878,0.7071463,-0.03993274
18.243484,13.635943,-0.9238802,16.149635,2.410217
32.1203,-4.2367477,1.6360989,0.5206494,1.3320786
32.210987,-2.2866988,-2.097434,-4.5371695,3.8765328
30.057055,6.8387246,6.7353916,-0.21088941,1.4645859
27.119486,13.090565,-1.9772265,-2.5937114,-0.80599725
28.377378,6.658118,1.7516819,0.17714404,2.9769459
29.439499,2.2690535,-0.74608773,-0.8486799,2.1055386
25.215128,1.4916517,4.6396313,-6.9735003,17.47559
26.213223,26.762096,-5.83377,-3.662242,4.041778
35.771595,-11.192864,-3.1806612,-1.4680179,6.858621
26.911482,-6.3954406,-2.3039432,-0.9772895,0.17665124
14.352225,-0.05047129,7.2910376,6.396152,0.07216946
34.217804,-7.9548907,0.043161098,-2.9895835,1.3878832
25.387617,-8.250096,-1.6388307,2.073286,-2.1560147
36.362537,-8.126179,1.571669,-2.1584206,0.2722336
26.249462,0.24933028,-1.8158604,8.047793,2.6826675
34.926003,3.7159243,-4.691484,1.2009443,-8.5283165
33.07681,-1.7350181,-1.2519999,-2.1879,-3.7642102
30.183414,-4.162467,7.2188034,-3.8621407,0.9160528
25.178144,-6.096021,-0.5219492,-0.118570775,4.5415893
31.912228,2.445928,-0.46206468,-2.6628635,9.119536
24.494255,25.368944,-6.4097443,-0.8538105,4.3982015
30.362537,2.0344195,-1.3050072,0.45173827,-0.55470574
30.909176,7.0674,-0.23483472,-1.8645489,-1.352101
30.846277,7.361005,7.8149543,-4.0363336,-5.463996
29.385098,11.608792,2.3880055,-3.4450865,2.3087378
18.622814,-4.6691422,0.0220146,25.927645,3.4101646
19.864208,9.72517,-6.6423106,5.471268,1.7476357
31.51059,7.8765893,3.02998,-3.8851974,-0.49745536
30.85244,-2.016587,-2.457257,0.7518192,-0.18643424
32.389706,13.434676,4.1280227,1.1409972,-3.0514147
20.485773,1.4706717,-1.3791078,10.181654,3.2568767
27.248491,-3.4745085,-0.2505068,-2.0085845,3.0874927
29.488224,-0.032780964,-1.8727795,-1.6288725,1.5126041
28.852102,1.526229,1.4543701,-0.9577507,2.462065
19.564384,17.032057,2.2219932,0.81283206,0.8031507
31.461966,0.30142012,1.2390629,-2.299684,-1.4223346
25.176397,-9.787475,1.7294042,-2.1592665,-3.1206322
31.327187,-16.371145,0.41610634,0.008317827,3.1650522
33.36446,18.419909,0.7416403,-5.302244,-0.6259206
34.18941,7.885769,-3.1395648,4.732861,1.8213123
21.683083,4.2127223,0.98021984,17.115753,4.33165
33.914772,1.0958678,-0.34836775,-2.4007978,-4.583012
33.059807,19.09716,-2.6237183,-0.5108633,0.8450347
28.171957,-4.843278,6.5368333,2.0652018,-2.9898872
28.04682,14.116142,-0.37116733,2.5421329,2.060987
32.049683,2.5342033,-1.9263632,1.2928995,-1.9913958
21.273718,-1.4511423,1.972356,4.3912,2.191197
25.427094,2.0801256,0.45959622,4.121017,1.8096589
33.6518,4.623559,2.0199916,1.2115576,-2.9885225
21.699377,26.666132,-6.5930543,-0.15459333,0.96193033
31.963133,5.22755,14.3285055,-2.690138,-1.1914599
30.105738,-8.3126745,-0.17998381,-2.1365592,-0.91456103
28.595222,-4.3066792,0.6405634,-4.350162,0.6908392
33.05794,1.2676194,-3.3300135,-2.895965,-2.6857824
30.816313,-4.8302965,-0.5247645,0.82046133,-0.51422703
28.658115,6.1295533,-10.028805,-2.0308564,3.6562715
27.56533,5.188454,0.3312475,6.9205303,-0.875939
28.509066,-2.8924577,-1.3454629,-1.0360403,2.3990695
30.44868,1.3940094,-7.3988395,0.9237069,-2.2101824
31.827843,-4.787637,-1.8663223,-5.298287,-2.6473467
30.445856,10.597772,8.329901,0.7736041,-4.629475
34.24685,-10.388224,-1.9396459,-0.9454664,-5.544615
20.172388,8.396915,1.9965811,-11.170823,4.6125484
34.435783,-0.04680455,-2.704869,-0.7836773,-1.4436076
27.171305,-1.339252,-3.5815434,3.2147412,-2.2113247
34.0299,5.2765307,2.3376033,-2.5572052,-1.4564097
33.71363,8.172073,-2.2199745,1.4872912,-4.533226
21.205435,15.244437,-1.9024234,-9.07422,2.67355
26.796984,-7.287258,0.66001576,-1.8643293,5.485073
29.723389,2.1202676,3.5341926,2.8253186,-1.3868582
20.772028,18.657667,-8.652464,-3.646233,-1.1296579
25.35058,-2.5063915,-1.581107,-1.6094419,1.9593569
36.435005,8.658321,2.2829077,-5.9957137,-6.1580095
33.283894,-3.2224445,-3.9635684,-7.951406,5.408163
32.354774,2.5956132,-1.3391731,1.9073845,-5.3812904
32.218655,3.4502096,7.5028358,4.573608,-7.8631306
36.782024,7.7380724,-4.6649094,-11.069094,-3.7556355
29.423952,11.183162,3.4124424,5.5772457,-0.51609755
30.265972,-7.4648414,-0.32359114,2.4285352,-3.9661763
25.695034,-3.426647,-8.193175,1.5229839,4.5234265
31.332417,7.7386475,-2.1490767,0.48690006,2.8340697
34.31028,-9.061126,-1.0753973,2.9353418,-2.7146227
27.68267,-9.576088,5.401198,1.2375165,1.3648859
